id,user_message,store_label,memory_category,importance_score,memory_text,rationale,source_file
tc_083,I'm using public transit until my car is fixed.,1,temporary_context,2,User is temporarily using public transit.,Temporary transportation.,temporary1.csv
dns_176,I watched a funny commercial.,0,do_not_store,1,,Passing observation.,nostore2.csv
sp_076,I prefer window seats on airplanes.,1,stable_preference_goal,4,User prefers window seats on airplanes.,Stable preference likely useful in future conversations.,preference1.csv
tc_041,I'm meeting my advisor tomorrow.,1,temporary_context,2,User has an advisor meeting tomorrow.,Upcoming meeting.,temporary1.csv
dns_026,I need another cup of coffee.,0,do_not_store,1,,Momentary desire.,nostore1.csv
cc_171,I require fragrance-free soap.,1,critical_constraint,5,User requires fragrance-free soap.,Sensitivity.,constraints2.csv
cc_114,"I have severe vertigo, so glass elevators are a problem.",1,critical_constraint,5,User has severe vertigo and should avoid glass elevators.,Health constraint.,constraints2.csv
tc_057,I'm attending orientation on Monday.,1,temporary_context,2,User has orientation on Monday.,Upcoming event.,temporary1.csv
sp_136,I'm learning sign language.,1,stable_preference_goal,4,User's goal is to learn sign language.,Goal.,preference2.csv
sp_048,I love stargazing.,1,stable_preference_goal,4,User enjoys stargazing.,Stable hobby or interest.,preference1.csv
rc_142,I usually wash my sheets every other weekend.,1,useful_recurring_context,3,User washes sheets every other weekend.,Recurring chore.,recurrent2.csv
rc_049,I always review my budget at the end of the month.,1,useful_recurring_context,3,User reviews their budget monthly.,Recurring task.,recurrent1.csv
rc_185,I always organize receipts at the end of the week.,1,useful_recurring_context,3,User organizes receipts weekly.,Recurring financial habit.,recurrent2.csv
cc_045,I need at least 48 hours notice before meetings because of my disability accommodations.,1,critical_constraint,5,User needs at least 48 hours notice before meetings due to disability accommodations.,Accessibility/scheduling constraint should be remembered.,constraints1.csv
rc_057,I always refill my prescriptions at the beginning of the month.,1,useful_recurring_context,3,User refills prescriptions monthly.,Recurring medical task.,recurrent1.csv
dns_113,The printer jammed earlier.,0,do_not_store,1,,Resolved issue.,nostore2.csv
sp_055,I want to finish my master's degree.,1,stable_preference_goal,4,User's goal is to finish a master's degree.,Stable long-term goal or aspiration.,preference1.csv
sp_123,I prefer tea in the afternoon.,1,stable_preference_goal,4,User prefers tea in the afternoon.,Preference.,preference2.csv
tc_085,I'm getting ready for my cousin's graduation.,1,temporary_context,2,User is preparing for a cousin's graduation.,Upcoming event.,temporary1.csv
sp_157,I enjoy road trips more than flying.,1,stable_preference_goal,4,User prefers road trips.,Travel preference.,preference2.csv
cc_160,I need flexible schedules because of recurring medical treatments.,1,critical_constraint,5,User needs flexible scheduling due to medical treatments.,Scheduling.,constraints2.csv
dns_170,I just refilled my mug.,0,do_not_store,1,,Completed action.,nostore2.csv
tc_037,I'm borrowing a laptop until mine is repaired.,1,temporary_context,2,User is borrowing a laptop temporarily.,Temporary arrangement.,temporary1.csv
rc_026,I typically work from the office on Tuesdays.,1,useful_recurring_context,3,User usually works from the office on Tuesdays.,Recurring work schedule.,recurrent1.csv
tc_016,I'm fasting today for a blood test tomorrow.,1,temporary_context,2,User is fasting today for a blood test.,Temporary medical preparation.,temporary1.csv
dns_095,I'm sitting by the window.,0,do_not_store,1,,Current location.,nostore1.csv
tc_152,I'm taking care of my ankle by wearing a brace.,1,temporary_context,2,User is temporarily wearing an ankle brace.,Temporary medical context.,temporary2.csv
rc_007,I usually grocery shop on Sunday mornings.,1,useful_recurring_context,3,User typically grocery shops on Sunday mornings.,Recurring habit.,recurrent1.csv
cc_196,I need direct flights whenever possible because of my health condition.,1,critical_constraint,5,User prefers direct flights because of a health condition.,Travel.,constraints2.csv
rc_159,I usually pack my gym bag the night before.,1,useful_recurring_context,3,User packs gym bag the night before.,Recurring routine.,recurrent2.csv
sp_111,I love puzzles of any kind.,1,stable_preference_goal,4,User enjoys puzzles.,Interest.,preference2.csv
dns_016,I need to answer this text.,0,do_not_store,1,,Immediate task.,nostore1.csv
tc_165,I'm staying inside because of the smoke advisory.,1,temporary_context,2,User is staying indoors because of a smoke advisory.,Temporary environmental context.,temporary2.csv
cc_197,I cannot use communal gym equipment without sanitizing it first.,1,critical_constraint,5,User needs sanitized gym equipment due to health concerns.,Medical.,constraints2.csv
sp_119,I enjoy baking cookies more than cakes.,1,stable_preference_goal,4,User prefers baking cookies.,Preference.,preference2.csv
cc_084,"I am strictly gluten-free, not just trying to reduce gluten.",1,critical_constraint,5,User is strictly gluten-free.,Strict dietary constraint should be stored.,constraints1.csv
rc_133,I typically visit my aunt every holiday weekend.,1,useful_recurring_context,3,User visits their aunt on holiday weekends.,Recurring family tradition.,recurrent2.csv
sp_059,I want to improve my 5K time.,1,stable_preference_goal,4,User's goal is to improve their 5K time.,Stable long-term goal or aspiration.,preference1.csv
rc_030,I do laundry every Wednesday.,1,useful_recurring_context,3,User does laundry every Wednesday.,Recurring chore.,recurrent1.csv
cc_050,I live in a building that doesn't allow pets.,1,critical_constraint,5,User lives in a building that does not allow pets.,Hard housing constraint affects pet-related recommendations.,constraints1.csv
tc_170,I'm driving cross-country next month.,1,temporary_context,2,User is driving cross-country next month.,Upcoming travel.,temporary2.csv
tc_110,I'm waiting for my passport to arrive.,1,temporary_context,2,User is waiting for a passport to arrive.,Temporary status.,temporary2.csv
rc_002,I volunteer every Saturday morning.,1,useful_recurring_context,3,User volunteers every Saturday morning.,Recurring commitment.,recurrent1.csv
dns_098,I'm looking forward to dinner.,0,do_not_store,1,,Short-term anticipation.,nostore1.csv
dns_020,I spilled coffee on my shirt.,0,do_not_store,1,,Temporary situation.,nostore1.csv
rc_005,I have therapy every Wednesday afternoon.,1,useful_recurring_context,3,User has therapy every Wednesday afternoon.,Recurring appointment.,recurrent1.csv
sp_021,I like cooking with fresh herbs.,1,stable_preference_goal,4,User enjoys cooking with fresh herbs.,Stable food or drink preference.,preference1.csv
dns_141,I walked here today.,0,do_not_store,1,,One-day transportation.,nostore2.csv
dns_041,I'm drinking tea right now.,0,do_not_store,1,,Current activity.,nostore1.csv
dns_082,I'm trying to stay awake.,0,do_not_store,1,,Temporary state.,nostore1.csv
cc_149,I have severe dust mite allergies.,1,critical_constraint,5,User has severe dust mite allergies.,Allergy.,constraints2.csv
rc_193,I normally send progress updates on Mondays.,1,useful_recurring_context,3,User sends progress updates on Mondays.,Recurring work habit.,recurrent2.csv
rc_084,I usually spend an hour practicing piano each evening.,1,useful_recurring_context,3,User practices piano each evening.,Recurring practice.,recurrent1.csv
cc_058,"I'm immunocompromised, so crowded indoor events are risky for me.",1,critical_constraint,5,User is immunocompromised and crowded indoor events are risky.,Health risk affects event recommendations.,constraints1.csv
cc_116,I have an airborne peanut allergy.,1,critical_constraint,5,User has an airborne peanut allergy.,Critical allergy.,constraints2.csv
cc_195,I cannot have poppy seeds because of allergy testing concerns.,1,critical_constraint,5,User avoids poppy seeds due to medical concerns.,Medical.,constraints2.csv
tc_073,I'm shopping for a new couch this month.,1,temporary_context,2,User is shopping for a couch this month.,Temporary project.,temporary1.csv
sp_026,I love hiking on weekends.,1,stable_preference_goal,4,User enjoys hiking.,Stable hobby or interest.,preference1.csv
dns_004,I just got back from the grocery store.,0,do_not_store,1,,Momentary update.,nostore1.csv
tc_149,I'm setting up my new apartment this month.,1,temporary_context,2,User is setting up a new apartment this month.,Temporary transition.,temporary2.csv
rc_071,I review my goals at the end of every month.,1,useful_recurring_context,3,User reviews goals monthly.,Recurring planning.,recurrent1.csv
rc_060,I always review my calendar on Sunday evenings.,1,useful_recurring_context,3,User reviews their calendar on Sunday evenings.,Recurring planning habit.,recurrent1.csv
tc_167,I'm getting a root canal next Thursday.,1,temporary_context,2,User has a root canal next Thursday.,Upcoming medical appointment.,temporary2.csv
rc_066,I usually write in my blog on weekends.,1,useful_recurring_context,3,User usually writes blog posts on weekends.,Recurring creative habit.,recurrent1.csv
dns_099,My pen ran out of ink.,0,do_not_store,1,,Temporary issue.,nostore1.csv
cc_174,I can't use shared keyboards because of an immune disorder.,1,critical_constraint,5,User should avoid shared keyboards due to an immune disorder.,Medical.,constraints2.csv
dns_040,I saw a rainbow on the way home.,0,do_not_store,1,,Passing observation.,nostore1.csv
cc_042,"I work night shifts, so mornings are usually not possible for me.",1,critical_constraint,5,User works night shifts and mornings are usually not possible.,Recurring scheduling constraint should be remembered.,constraints1.csv
cc_059,I can't eat raw fish because I'm pregnant.,1,critical_constraint,5,User is pregnant and cannot eat raw fish.,Pregnancy-related dietary constraint should be remembered.,constraints1.csv
dns_191,The pizza arrived early.,0,do_not_store,1,,One-time event.,nostore2.csv
cc_097,I can't use public Wi-Fi for work because of company security rules.,1,critical_constraint,5,User cannot use public Wi-Fi for work because of company security rules.,Security constraint affects work and travel recommendations.,constraints1.csv
dns_125,I found my keys.,0,do_not_store,1,,Resolved issue.,nostore2.csv
tc_017,I have family visiting this week.,1,temporary_context,2,User has family visiting this week.,Short-term context.,temporary1.csv
tc_033,I'm decorating for a party this evening.,1,temporary_context,2,User is decorating for a party this evening.,Temporary task.,temporary1.csv
cc_057,"I have Raynaud's, so cold-weather plans need to be limited or well-prepared.",1,critical_constraint,5,User has Raynaud's and needs caution with cold-weather plans.,Medical constraint affects outdoor recommendations.,constraints1.csv
sp_010,I prefer sparkling water to soda.,1,stable_preference_goal,4,User prefers sparkling water.,Stable food or drink preference.,preference1.csv
dns_023,I'm a little bored.,0,do_not_store,1,,Current emotion.,nostore1.csv
cc_201,I can't eat chickpeas because they trigger a severe allergic reaction.,1,critical_constraint,5,User has a severe chickpea allergy.,Food allergy.,constraints2.csv
dns_024,This room is cold.,0,do_not_store,1,,Environmental observation.,nostore1.csv
cc_186,I can't ride roller coasters because of my heart condition.,1,critical_constraint,5,User cannot ride roller coasters because of a heart condition.,Safety.,constraints2.csv
tc_099,I'm organizing a surprise party for my friend.,1,temporary_context,2,User is organizing a surprise party.,Temporary project.,temporary1.csv
dns_025,I just got home.,0,do_not_store,1,,Current status.,nostore1.csv
cc_095,I have a severe coconut allergy.,1,critical_constraint,5,User has a severe coconut allergy.,Allergy is critical for food and product recommendations.,constraints1.csv
tc_064,I'm attending a workshop tomorrow.,1,temporary_context,2,User is attending a workshop tomorrow.,Upcoming event.,temporary1.csv
cc_172,I can't work rotating shifts.,1,critical_constraint,5,User cannot work rotating shifts.,Scheduling.,constraints2.csv
cc_083,I can't eat anything cooked with alcohol.,1,critical_constraint,5,User cannot eat anything cooked with alcohol.,Strict dietary constraint affects food suggestions.,constraints1.csv
cc_146,I avoid escalators because of my balance disorder.,1,critical_constraint,5,User avoids escalators due to balance disorder.,Safety.,constraints2.csv
cc_125,I can't eat corn because I'm allergic.,1,critical_constraint,5,User has a corn allergy.,Food allergy.,constraints2.csv
tc_094,I'm waiting for my new glasses to arrive.,1,temporary_context,2,User is waiting for new glasses.,Temporary status.,temporary1.csv
tc_023,I'm covering for my manager today.,1,temporary_context,2,User is covering for their manager today.,Temporary work context.,temporary1.csv
dns_014,I'm watching TV tonight.,0,do_not_store,1,,One-time plan.,nostore1.csv
dns_001,It's really hot outside today.,0,do_not_store,1,,Ephemeral observation.,nostore1.csv
sp_145,I'd love to open a small café someday.,1,stable_preference_goal,4,User's goal is to open a café.,Goal.,preference2.csv
sp_188,I enjoy listening to classical piano.,1,stable_preference_goal,4,User enjoys classical piano music.,Music preference.,preference2.csv
sp_013,My favorite dessert is cheesecake.,1,stable_preference_goal,4,User's favorite dessert is cheesecake.,Stable food or drink preference.,preference1.csv
sp_069,I want to get better at public speaking.,1,stable_preference_goal,4,User's goal is to improve public speaking.,Stable long-term goal or aspiration.,preference1.csv
tc_079,I'm practicing interview questions this weekend.,1,temporary_context,2,User is practicing interview questions this weekend.,Short-term preparation.,temporary1.csv
tc_035,I'm waiting for lab results.,1,temporary_context,2,User is waiting for lab results.,Temporary status.,temporary1.csv
cc_034,I have a severe egg allergy.,1,critical_constraint,5,User has a severe egg allergy.,Allergy should be remembered for food safety.,constraints1.csv
rc_135,I always prepare tomorrow's clothes the night before.,1,useful_recurring_context,3,User prepares clothes the night before.,Recurring routine.,recurrent2.csv
dns_192,I sneezed because of the pepper.,0,do_not_store,1,,Trivial event.,nostore2.csv
rc_087,I usually shop for gifts months before the holidays.,1,useful_recurring_context,3,User shops for holiday gifts months in advance.,Recurring seasonal habit.,recurrent1.csv
sp_142,I'm working toward financial independence.,1,stable_preference_goal,4,User's goal is financial independence.,Goal.,preference2.csv
dns_090,My water bottle leaked.,0,do_not_store,1,,Temporary mishap.,nostore1.csv
rc_182,I usually read one research article before breakfast.,1,useful_recurring_context,3,User usually reads a research article before breakfast.,Recurring learning habit.,recurrent2.csv
tc_132,I'm dog-sitting my parents' dog until Tuesday.,1,temporary_context,2,User is dog-sitting parents' dog until Tuesday.,Temporary responsibility.,temporary2.csv
rc_100,I usually spend Sunday evenings cooking for the week.,1,useful_recurring_context,3,User usually cooks for the week on Sunday evenings.,Recurring meal preparation.,recurrent1.csv
tc_146,I'm preparing for hurricane cleanup.,1,temporary_context,2,User is preparing for hurricane cleanup.,Temporary situation.,temporary2.csv
cc_104,I can't be around cigarette smoke because it triggers my asthma.,1,critical_constraint,5,User must avoid cigarette smoke because it triggers asthma.,Health trigger.,constraints2.csv
sp_005,I prefer dark chocolate over milk chocolate.,1,stable_preference_goal,4,User prefers dark chocolate.,Stable food or drink preference.,preference1.csv
dns_074,I'm feeling stressed this afternoon.,0,do_not_store,1,,Temporary emotion.,nostore1.csv
sp_199,I prefer winter holidays over summer vacations.,1,stable_preference_goal,4,User prefers winter holidays.,Travel preference.,preference2.csv
rc_132,I review my project milestones every month.,1,useful_recurring_context,3,User reviews project milestones monthly.,Recurring planning.,recurrent2.csv
sp_038,I love going to museums.,1,stable_preference_goal,4,User enjoys museums.,Stable hobby or interest.,preference1.csv
